Unnamed: 0,Species,TREE_ID,X',Y',Year,logF_current,X,Y
4560,Quercus chrysolepis,51612_3_17_6_3_124,-120.8333533,38.75005,2003,1.970795617,-120.83333,38.75
4561,Quercus chrysolepis,51612_3_17_6_3_124,-120.8333433,38.75001,2013,4.09292779,-120.83333,38.75
4562,Quercus chrysolepis,51612_3_17_6_3_125,-120.8333933,38.75007,2003,1.992521896,-120.83333,38.75
4563,Quercus chrysolepis,51612_3_17_6_3_125,-120.8333933,38.75003,2013,4.121617697,-120.83333,38.75
4564,Quercus chrysolepis,51612_3_17_6_3_126,-120.8334233,38.75006,2003,1.96080095,-120.83333,38.75
4565,Quercus chrysolepis,51612_3_17_6_3_126,-120.8334233,38.75008,2013,4.137266423,-120.83333,38.75
4566,Quercus chrysolepis,51612_3_17_6_3_127,-120.8334033,38.75003,2013,3.894803883,-120.83333,38.75
4567,Quercus chrysolepis,51612_3_17_6_3_127,-120.8333633,38.75008,2003,1.849083697,-120.83333,38.75
4568,Quercus chrysolepis,51612_3_17_6_3_128,-120.8333833,38.75,2003,1.870567512,-120.83333,38.75
4569,Quercus chrysolepis,51612_3_17_6_3_128,-120.8333433,38.75004,2013,4.008354682,-120.83333,38.75
4570,Quercus chrysolepis,51612_3_17_6_3_129,-120.8333733,38.75008,2003,1.883321308,-120.83333,38.75
4571,Quercus chrysolepis,51612_3_17_6_3_129,-120.8333433,38.75,2013,3.90279675,-120.83333,38.75
4572,Quercus chrysolepis,51612_3_17_6_3_131,-120.8333833,38.75006,2003,1.736811748,-120.83333,38.75
4573,Quercus chrysolepis,51612_3_17_6_3_131,-120.8334033,38.75006,2013,3.861080435,-120.83333,38.75
4574,Quercus chrysolepis,51612_3_17_6_4_114,-120.8333333,38.75,2003,1.960637734,-120.83333,38.75
4575,Quercus chrysolepis,51612_3_17_6_4_114,-120.8333433,38.75,2013,4.03960775,-120.83333,38.75
4576,Quercus chrysolepis,51612_3_17_6_4_115,-120.8333433,38.75001,2003,1.903934,-120.83333,38.75
4577,Quercus chrysolepis,51612_3_17_6_4_115,-120.8334033,38.75009,2013,3.966071238,-120.83333,38.75
4578,Quercus chrysolepis,51612_3_17_6_4_116,-120.8333433,38.75002,2003,2.047605102,-120.83333,38.75
4579,Quercus chrysolepis,51612_3_17_6_4_116,-120.8333733,38.75008,2013,4.150611643,-120.83333,38.75
4580,Quercus chrysolepis,51612_3_17_6_4_117,-120.8334133,38.75007,2003,1.88579674,-120.83333,38.75
4581,Quercus chrysolepis,51612_3_17_6_4_117,-120.8333733,38.75009,2013,3.956909506,-120.83333,38.75
4582,Quercus chrysolepis,51632_2_93_6_3_141,-123.12505,41.25006,2006,6.796388291,-123.125,41.25
4583,Quercus chrysolepis,51632_2_93_6_3_141,-123.12502,41.25007,2016,5.317649515,-123.125,41.25
4584,Quercus chrysolepis,51632_2_93_6_3_142,-123.12504,41.25002,2016,5.187486325,-123.125,41.25
4585,Quercus chrysolepis,51632_2_93_6_3_142,-123.12505,41.25006,2006,6.648863343,-123.125,41.25
4586,Quercus chrysolepis,51632_2_93_6_3_143,-123.12508,41.25003,2006,6.667579001,-123.125,41.25
4587,Quercus chrysolepis,51632_2_93_6_3_143,-123.12508,41.25007,2016,5.232071454,-123.125,41.25
4588,Quercus chrysolepis,51632_2_93_6_3_144,-123.12509,41.25003,2006,6.697485815,-123.125,41.25
4589,Quercus chrysolepis,51632_2_93_6_3_144,-123.12503,41.25002,2016,5.133264687,-123.125,41.25
4590,Quercus chrysolepis,51632_2_93_6_3_145,-123.12502,41.25009,2016,5.125732959,-123.125,41.25
4591,Quercus chrysolepis,51632_2_93_6_3_145,-123.12504,41.25005,2006,6.632203276,-123.125,41.25
4592,Quercus chrysolepis,51632_2_93_6_3_146,-123.12509,41.25001,2006,6.700749729,-123.125,41.25
4593,Quercus chrysolepis,51632_2_93_6_3_146,-123.12504,41.25007,2016,5.31359437,-123.125,41.25
4594,Quercus chrysolepis,51632_2_93_6_3_148,-123.12507,41.25002,2006,6.673072315,-123.125,41.25
4595,Quercus chrysolepis,51632_2_93_6_3_148,-123.12505,41.25005,2016,5.328215645,-123.125,41.25
4596,Quercus chrysolepis,51632_2_93_6_3_154,-123.12505,41.25008,2006,6.611765657,-123.125,41.25
4597,Quercus chrysolepis,51632_2_93_6_3_154,-123.125,41.25003,2016,5.013664507,-123.125,41.25
4598,Quercus chrysolepis,51632_2_93_6_3_155,-123.12505,41.25,2006,6.536035232,-123.125,41.25
4599,Quercus chrysolepis,51632_2_93_6_3_155,-123.125,41.25007,2006,5.100057335,-123.125,41.25
4600,Quercus chrysolepis,51632_2_93_6_3_155,-123.125,41.25005,2016,6.536035232,-123.125,41.25
4601,Quercus chrysolepis,51632_2_93_6_3_155,-123.12501,41.25009,2016,5.100057335,-123.125,41.25
4602,Quercus chrysolepis,51632_2_93_6_3_156,-123.12507,41.25001,2006,6.570227809,-123.125,41.25
4603,Quercus chrysolepis,51632_2_93_6_3_156,-123.12506,41.25005,2016,5.154675244,-123.125,41.25
4604,Quercus chrysolepis,51632_2_93_6_3_157,-123.12501,41.25001,2016,6.680544404,-123.125,41.25
4605,Quercus chrysolepis,51632_2_93_6_3_157,-123.12508,41.25006,2016,5.295524637,-123.125,41.25
4606,Quercus chrysolepis,51632_2_93_6_3_157,-123.12509,41.25007,2006,6.680544404,-123.125,41.25
4607,Quercus chrysolepis,51632_2_93_6_3_157,-123.12503,41.25001,2006,5.295524637,-123.125,41.25
4608,Quercus chrysolepis,51632_2_93_6_3_158,-123.12502,41.25003,2016,5.058173922,-123.125,41.25
4609,Quercus chrysolepis,51632_2_93_6_3_158,-123.12506,41.25006,2006,6.479929679,-123.125,41.25
4610,Quercus chrysolepis,51632_2_93_6_3_159,-123.12508,41.25008,2016,5.210112476,-123.125,41.25
4611,Quercus chrysolepis,51632_2_93_6_3_159,-123.12505,41.25,2006,6.474619679,-123.125,41.25
4612,Quercus chrysolepis,51632_2_93_6_3_161,-123.12501,41.25,2006,6.385671576,-123.125,41.25
4613,Quercus chrysolepis,51632_2_93_6_3_161,-123.12509,41.25009,2016,4.956673589,-123.125,41.25
4614,Quercus chrysolepis,51632_2_93_6_4_183,-123.12508,41.25004,2016,4.636326498,-123.125,41.25
4615,Quercus chrysolepis,51632_2_93_6_4_183,-123.125,41.25009,2006,6.074547856,-123.125,41.25
4616,Quercus chrysolepis,51699_3_33_6_1_100,-122.7916967,39.29173,2003,2.57210253,-122.79167,39.29167
4617,Quercus chrysolepis,51699_3_33_6_1_100,-122.7916767,39.29169,2013,4.74958704,-122.79167,39.29167
4618,Quercus chrysolepis,51699_3_33_6_1_102,-122.7916667,39.29168,2013,4.680559137,-122.79167,39.29167
4619,Quercus chrysolepis,51699_3_33_6_1_102,-122.7917567,39.29174,2003,2.518179811,-122.79167,39.29167
4620,Quercus chrysolepis,51699_3_33_6_1_103,-122.7916767,39.2917,2013,4.820583831,-122.79167,39.29167
4621,Quercus chrysolepis,51699_3_33_6_1_103,-122.7916967,39.29172,2003,2.680927457,-122.79167,39.29167
4622,Quercus chrysolepis,51699_3_33_6_4_117,-122.7917267,39.29169,2013,4.582317689,-122.79167,39.29167
4623,Quercus chrysolepis,51699_3_33_6_4_117,-122.7916667,39.29167,2003,2.422523201,-122.79167,39.29167
4624,Quercus chrysolepis,51719_1_97_6_1_101,-123.0833333,38.83338,2013,2.566276098,-123.08333,38.83333
4625,Quercus chrysolepis,51719_1_97_6_1_101,-123.0833933,38.83334,2013,4.571451576,-123.08333,38.83333
4626,Quercus chrysolepis,51719_1_97_6_1_101,-123.0833333,38.83337,2003,2.566276098,-123.08333,38.83333
4627,Quercus chrysolepis,51719_1_97_6_1_101,-123.0833733,38.83336,2003,4.571451576,-123.08333,38.83333
4628,Quercus chrysolepis,51799_2_89_6_1_105,-122.25003,40.75008,2007,3.157149702,-122.25,40.75
4629,Quercus chrysolepis,51799_2_89_6_1_105,-122.25002,40.75008,2017,2.859366977,-122.25,40.75
4630,Quercus chrysolepis,51799_2_89_6_1_106,-122.25004,40.75009,2007,3.15746142,-122.25,40.75
4631,Quercus chrysolepis,51799_2_89_6_2_114,-122.25,40.75003,2007,3.21974228,-122.25,40.75
4632,Quercus chrysolepis,51799_2_89_6_2_114,-122.25004,40.75008,2017,2.877386485,-122.25,40.75
4633,Quercus chrysolepis,51799_2_89_6_2_302,-122.25002,40.75003,2007,3.136745596,-122.25,40.75
4634,Quercus chrysolepis,51799_2_89_6_2_302,-122.25003,40.75002,2017,2.816717127,-122.25,40.75
4635,Quercus chrysolepis,51799_2_89_6_3_117,-122.25002,40.75007,2007,3.003718016,-122.25,40.75
4636,Quercus chrysolepis,51799_2_89_6_3_117,-122.25,40.75005,2017,2.787789537,-122.25,40.75
4637,Quercus chrysolepis,51799_2_89_6_3_124,-122.25009,40.75004,2007,3.03048349,-122.25,40.75
4638,Quercus chrysolepis,51799_2_89_6_3_124,-122.25009,40.75006,2017,2.766485704,-122.25,40.75
4639,Quercus chrysolepis,51804_5_9_6_1_105,-120.5416767,38.29175,2001,3.779556769,-120.54167,38.29167
4640,Quercus chrysolepis,51804_5_9_6_1_105,-120.5417367,38.29171,2011,4.678846,-120.54167,38.29167
4641,Quercus chrysolepis,51804_5_9_6_1_105,-120.5417067,38.29173,2021,5.040363706,-120.54167,38.29167
4642,Quercus chrysolepis,51804_5_9_6_1_106,-120.5417267,38.29174,2021,5.020645677,-120.54167,38.29167
4643,Quercus chrysolepis,51804_5_9_6_1_106,-120.5417367,38.29167,2001,3.718911663,-120.54167,38.29167
4644,Quercus chrysolepis,51804_5_9_6_1_106,-120.5416767,38.29169,2011,4.575583926,-120.54167,38.29167
4645,Quercus chrysolepis,51804_5_9_6_1_107,-120.5417467,38.2917,2021,5.160116335,-120.54167,38.29167
4646,Quercus chrysolepis,51804_5_9_6_1_107,-120.5416667,38.29168,2001,3.622968234,-120.54167,38.29167
4647,Quercus chrysolepis,51804_5_9_6_1_107,-120.5416767,38.2917,2011,4.529104038,-120.54167,38.29167
4648,Quercus chrysolepis,51804_5_9_6_4_113,-120.5416667,38.29171,2021,4.898856109,-120.54167,38.29167
4649,Quercus chrysolepis,51804_5_9_6_4_113,-120.5417567,38.29175,2001,3.575709794,-120.54167,38.29167
4650,Quercus chrysolepis,51804_5_9_6_4_113,-120.5417067,38.2917,2011,4.40765309,-120.54167,38.29167
4651,Quercus chrysolepis,51804_5_9_6_4_115,-120.5417367,38.29176,2021,5.20901101,-120.54167,38.29167
4652,Quercus chrysolepis,51804_5_9_6_4_115,-120.5416767,38.2917,2001,3.78158431,-120.54167,38.29167
4653,Quercus chrysolepis,51804_5_9_6_4_115,-120.5416867,38.29175,2011,4.743937101,-120.54167,38.29167
4654,Quercus chrysolepis,51804_5_9_6_4_116,-120.5416967,38.2917,2001,3.83545972,-120.54167,38.29167
4655,Quercus chrysolepis,51804_5_9_6_4_116,-120.5417067,38.29175,2021,4.949261256,-120.54167,38.29167
4656,Quercus chrysolepis,51804_5_9_6_4_116,-120.5417167,38.29169,2021,4.701856395,-120.54167,38.29167
4657,Quercus chrysolepis,51804_5_9_6_4_116,-120.5417067,38.29174,2011,4.949261256,-120.54167,38.29167
4658,Quercus chrysolepis,51804_5_9_6_4_116,-120.5417167,38.29176,2011,4.701856395,-120.54167,38.29167
4659,Quercus chrysolepis,51804_5_9_6_4_118,-120.5416667,38.29173,2011,4.621056228,-120.54167,38.29167
4660,Quercus chrysolepis,51804_5_9_6_4_118,-120.5416867,38.29174,2001,3.743368187,-120.54167,38.29167
4661,Quercus chrysolepis,51804_5_9_6_4_118,-120.5416867,38.2917,2021,,-120.54167,38.29167
4662,Quercus chrysolepis,51804_5_9_6_4_119,-120.5416667,38.29173,2021,5.050487651,-120.54167,38.29167
4663,Quercus chrysolepis,51804_5_9_6_4_119,-120.5416767,38.29175,2001,3.665446661,-120.54167,38.29167
4664,Quercus chrysolepis,51804_5_9_6_4_119,-120.5417067,38.29167,2001,4.566166568,-120.54167,38.29167
4665,Quercus chrysolepis,51804_5_9_6_4_119,-120.5416967,38.29174,2011,3.665446661,-120.54167,38.29167
4666,Quercus chrysolepis,51804_5_9_6_4_119,-120.5416667,38.29168,2011,4.566166568,-120.54167,38.29167
4667,Quercus chrysolepis,51804_5_9_6_4_120,-120.5416667,38.29169,2021,4.988915473,-120.54167,38.29167
4668,Quercus chrysolepis,51804_5_9_6_4_120,-120.5416667,38.29167,2001,3.641797607,-120.54167,38.29167
4669,Quercus chrysolepis,51804_5_9_6_4_120,-120.5417267,38.29167,2011,4.592247411,-120.54167,38.29167
4670,Quercus chrysolepis,51804_5_9_6_4_122,-120.5417167,38.29167,2021,5.019236339,-120.54167,38.29167
4671,Quercus chrysolepis,51804_5_9_6_4_122,-120.5417167,38.29171,2001,3.452284635,-120.54167,38.29167
4672,Quercus chrysolepis,51804_5_9_6_4_122,-120.5416667,38.29176,2011,4.356170711,-120.54167,38.29167
4673,Quercus chrysolepis,51970_3_61_6_3_10,-120.8333833,39.00002,2020,4.149776991,-120.83333,39.0
4674,Quercus chrysolepis,51970_3_61_6_3_10,-120.8333733,39.00001,2010,3.056187392,-120.83333,39.0
4675,Quercus chrysolepis,51970_3_61_6_3_11,-120.8334233,39.00004,2010,3.24205533,-120.83333,39.0
4676,Quercus chrysolepis,51970_3_61_6_3_11,-120.8333733,39.00003,2020,4.347895862,-120.83333,39.0
4677,Quercus chrysolepis,51970_3_61_6_3_12,-120.8333733,39.00008,2010,3.142201555,-120.83333,39.0
4678,Quercus chrysolepis,51970_3_61_6_3_12,-120.8333633,39.00005,2020,4.25289743,-120.83333,39.0
4679,Quercus chrysolepis,51970_3_61_6_3_15,-120.8333433,39.00004,2010,4.00910347,-120.83333,39.0
4680,Quercus chrysolepis,51970_3_61_6_3_15,-120.8334133,39.00007,2010,2.976074557,-120.83333,39.0
4681,Quercus chrysolepis,51970_3_61_6_3_15,-120.8334133,39.00002,2020,4.00910347,-120.83333,39.0
4682,Quercus chrysolepis,51970_3_61_6_3_15,-120.8333733,39.00008,2020,2.976074557,-120.83333,39.0
4683,Quercus chrysolepis,51970_3_61_6_3_16,-120.8333433,39.00007,2010,2.897778266,-120.83333,39.0
4684,Quercus chrysolepis,51970_3_61_6_3_16,-120.8333433,39.00002,2020,3.892131139,-120.83333,39.0
4685,Quercus chrysolepis,51970_3_61_6_3_27,-120.8334133,39.00002,2010,2.939773923,-120.83333,39.0
4686,Quercus chrysolepis,51970_3_61_6_3_27,-120.8333833,39.00001,2020,4.022421621,-120.83333,39.0
4687,Quercus chrysolepis,51978_2_105_6_1_308,-123.2083633,40.75006,2006,5.499913521,-123.20833,40.75
4688,Quercus chrysolepis,51978_2_105_6_1_308,-123.2083933,40.75003,2016,4.301117031,-123.20833,40.75
4689,Quercus chrysolepis,51978_2_105_6_1_309,-123.2084133,40.75003,2006,5.483290242,-123.20833,40.75
4690,Quercus chrysolepis,51978_2_105_6_1_309,-123.2083733,40.75002,2016,4.262395315,-123.20833,40.75
4691,Quercus chrysolepis,51978_2_105_6_2_328,-123.2084133,40.75001,2006,5.777128996,-123.20833,40.75
4692,Quercus chrysolepis,51978_2_105_6_2_328,-123.2083533,40.75001,2016,4.326698923,-123.20833,40.75
4693,Quercus chrysolepis,51978_2_105_6_3_317,-123.2083933,40.75008,2006,5.96281895,-123.20833,40.75
4694,Quercus chrysolepis,51978_2_105_6_3_317,-123.2084033,40.75005,2016,4.359746869,-123.20833,40.75
4695,Quercus chrysolepis,51978_2_105_6_3_318,-123.2083533,40.75005,2006,6.228807112,-123.20833,40.75
4696,Quercus chrysolepis,51978_2_105_6_3_318,-123.2083533,40.75007,2016,4.613191069,-123.20833,40.75
4697,Quercus chrysolepis,52069_1_45_6_3_119,-123.2084133,39.8334,2011,5.167343582,-123.20833,39.83333
4698,Quercus chrysolepis,52069_1_45_6_3_119,-123.2084133,39.83334,2021,5.441719805,-123.20833,39.83333
4699,Quercus chrysolepis,52070_2_105_6_2_131,-123.12509,40.20835,2017,4.914078799,-123.125,40.20833
4700,Quercus chrysolepis,52070_2_105_6_2_131,-123.12501,40.20837,2007,5.213653564,-123.125,40.20833
4701,Quercus chrysolepis,52070_2_105_6_2_132,-123.12507,40.20834,2017,4.797854966,-123.125,40.20833
4702,Quercus chrysolepis,52070_2_105_6_2_132,-123.125,40.2084,2007,5.167400591,-123.125,40.20833
4703,Quercus chrysolepis,52070_2_105_6_2_133,-123.12508,40.20839,2007,5.134701464,-123.125,40.20833
4704,Quercus chrysolepis,52070_2_105_6_2_133,-123.12507,40.20839,2017,4.794561874,-123.125,40.20833
4705,Quercus chrysolepis,52070_2_105_6_2_136,-123.12504,40.20833,2007,5.475024909,-123.125,40.20833
4706,Quercus chrysolepis,52070_2_105_6_2_136,-123.12506,40.2084,2017,5.120484143,-123.125,40.20833
4707,Quercus chrysolepis,52070_2_105_6_2_137,-123.12504,40.20837,2007,5.104557907,-123.125,40.20833
4708,Quercus chrysolepis,52070_2_105_6_2_137,-123.12509,40.20833,2017,4.773477879,-123.125,40.20833
4709,Quercus chrysolepis,52070_2_105_6_2_138,-123.12506,40.20836,2007,5.343845142,-123.125,40.20833
4710,Quercus chrysolepis,52070_2_105_6_2_138,-123.125,40.20833,2017,5.000040873,-123.125,40.20833
4711,Quercus chrysolepis,52070_2_105_6_2_139,-123.12503,40.20834,2007,5.341642274,-123.125,40.20833
4712,Quercus chrysolepis,52070_2_105_6_2_139,-123.12507,40.20838,2017,5.007297084,-123.125,40.20833
4713,Quercus chrysolepis,52070_2_105_6_2_303,-123.12505,40.20838,2007,5.489846319,-123.125,40.20833
4714,Quercus chrysolepis,52070_2_105_6_2_303,-123.12503,40.20835,2017,5.122988006,-123.125,40.20833
4715,Quercus chrysolepis,52070_2_105_6_3_124,-123.12506,40.20837,2007,5.53125668,-123.125,40.20833
4716,Quercus chrysolepis,52070_2_105_6_3_124,-123.12501,40.20835,2017,5.153305091,-123.125,40.20833
4717,Quercus chrysolepis,52070_2_105_6_4_109,-123.125,40.20841,2007,5.557567144,-123.125,40.20833
4718,Quercus chrysolepis,52070_2_105_6_4_109,-123.12506,40.2084,2017,5.103989563,-123.125,40.20833
4719,Quercus chrysolepis,52070_2_105_6_4_110,-123.12509,40.20842,2007,5.390773119,-123.125,40.20833
4720,Quercus chrysolepis,52070_2_105_6_4_110,-123.12504,40.20835,2017,4.945724088,-123.125,40.20833
4721,Quercus chrysolepis,52070_2_105_6_4_111,-123.12507,40.20834,2007,5.509599425,-123.125,40.20833
4722,Quercus chrysolepis,52070_2_105_6_4_111,-123.12503,40.20834,2017,5.029413005,-123.125,40.20833
4723,Quercus chrysolepis,52070_2_105_6_4_114,-123.125,40.20833,2017,5.259957871,-123.125,40.20833
4724,Quercus chrysolepis,52070_2_105_6_4_114,-123.12509,40.20841,2007,5.70617847,-123.125,40.20833
4725,Quercus chrysolepis,52070_2_105_6_4_115,-123.12502,40.20841,2007,5.360231275,-123.125,40.20833
4726,Quercus chrysolepis,52070_2_105_6_4_115,-123.12503,40.20839,2017,4.912081212,-123.125,40.20833
4727,Quercus chrysolepis,52070_2_105_6_4_116,-123.12503,40.20833,2007,5.376448278,-123.125,40.20833
4728,Quercus chrysolepis,52070_2_105_6_4_116,-123.12507,40.20834,2017,4.927371397,-123.125,40.20833
4729,Quercus chrysolepis,52070_2_105_6_4_117,-123.125,40.20837,2007,5.490685205,-123.125,40.20833
4730,Quercus chrysolepis,52070_2_105_6_4_117,-123.12505,40.20835,2017,5.159740923,-123.125,40.20833
4731,Quercus chrysolepis,52070_2_105_6_4_118,-123.12504,40.20834,2007,5.249009438,-123.125,40.20833
4732,Quercus chrysolepis,52070_2_105_6_4_118,-123.12506,40.20839,2017,4.999365834,-123.125,40.20833
4733,Quercus chrysolepis,52070_2_105_6_4_120,-123.12503,40.2084,2007,5.353721327,-123.125,40.20833
4734,Quercus chrysolepis,52070_2_105_6_4_120,-123.12509,40.20835,2017,4.939007325,-123.125,40.20833
4735,Quercus chrysolepis,52186_4_83_6_3_324,-119.87504,34.50002,2010,5.264659519,-119.875,34.5
4736,Quercus chrysolepis,52186_4_83_6_3_324,-119.87507,34.50002,2020,6.270000663,-119.875,34.5
4737,Quercus chrysolepis,52290_5_107_6_1_301,-118.0834233,35.87506,2018,5.787962113,-118.08333,35.875
4738,Quercus chrysolepis,52290_5_107_6_1_301,-118.0833733,35.87503,2008,3.650074243,-118.08333,35.875
4739,Quercus chrysolepis,52290_5_107_6_1_302,-118.0833433,35.87504,2008,3.576170786,-118.08333,35.875
4740,Quercus chrysolepis,52290_5_107_6_1_302,-118.0834033,35.87503,2018,5.784540062,-118.08333,35.875
4741,Quercus chrysolepis,52290_5_107_6_1_303,-118.0833733,35.87502,2018,5.828299965,-118.08333,35.875
4742,Quercus chrysolepis,52290_5_107_6_1_303,-118.0833933,35.87502,2008,3.667733396,-118.08333,35.875
4743,Quercus chrysolepis,52290_5_107_6_1_304,-118.0833933,35.87501,2018,5.714277911,-118.08333,35.875
4744,Quercus chrysolepis,52290_5_107_6_1_304,-118.0834233,35.87502,2008,3.549734652,-118.08333,35.875
4745,Quercus chrysolepis,52290_5_107_6_1_305,-118.0833333,35.87508,2008,3.640839008,-118.08333,35.875
4746,Quercus chrysolepis,52290_5_107_6_1_305,-118.0833433,35.87506,2018,5.735619584,-118.08333,35.875
4747,Quercus chrysolepis,52290_5_107_6_1_306,-118.0833933,35.87507,2008,3.60403827,-118.08333,35.875
4748,Quercus chrysolepis,52290_5_107_6_1_306,-118.0833533,35.87508,2018,5.721095405,-118.08333,35.875
4749,Quercus chrysolepis,52290_5_107_6_4_321,-118.0834133,35.87509,2018,5.773773978,-118.08333,35.875
4750,Quercus chrysolepis,52290_5_107_6_4_321,-118.0833433,35.87507,2008,3.766609785,-118.08333,35.875
4751,Quercus chrysolepis,52290_5_107_6_4_322,-118.0833733,35.87503,2008,3.803754699,-118.08333,35.875
4752,Quercus chrysolepis,52290_5_107_6_4_322,-118.0834233,35.87504,2018,5.836922131,-118.08333,35.875
4753,Quercus chrysolepis,52290_5_107_6_4_323,-118.0833433,35.87505,2008,3.675207933,-118.08333,35.875
4754,Quercus chrysolepis,52290_5_107_6_4_323,-118.0833333,35.87506,2018,5.761183626,-118.08333,35.875
4755,Quercus chrysolepis,52290_5_107_6_4_325,-118.0833433,35.87504,2018,5.733360947,-118.08333,35.875
4756,Quercus chrysolepis,52290_5_107_6_4_325,-118.0834133,35.87502,2008,3.767111749,-118.08333,35.875
4757,Quercus chrysolepis,52290_5_107_6_4_326,-118.0833533,35.87502,2018,5.723993497,-118.08333,35.875
4758,Quercus chrysolepis,52290_5_107_6_4_326,-118.0833833,35.87509,2008,3.52152558,-118.08333,35.875
4759,Quercus chrysolepis,52290_5_107_6_4_327,-118.0833733,35.87504,2018,5.68180193,-118.08333,35.875
4760,Quercus chrysolepis,52290_5_107_6_4_327,-118.0834133,35.87502,2018,3.619153672,-118.08333,35.875
4761,Quercus chrysolepis,52290_5_107_6_4_327,-118.0833833,35.87508,2008,5.68180193,-118.08333,35.875
4762,Quercus chrysolepis,52290_5_107_6_4_327,-118.0833433,35.87504,2008,3.619153672,-118.08333,35.875
4763,Quercus chrysolepis,52290_5_107_6_4_328,-118.0834033,35.87508,2008,5.727533171,-118.08333,35.875
4764,Quercus chrysolepis,52290_5_107_6_4_328,-118.0833633,35.87501,2008,3.644608109,-118.08333,35.875
4765,Quercus chrysolepis,52290_5_107_6_4_328,-118.0833533,35.87509,2018,5.727533171,-118.08333,35.875
4766,Quercus chrysolepis,52290_5_107_6_4_328,-118.0833833,35.87503,2018,3.644608109,-118.08333,35.875
4767,Quercus chrysolepis,52325_5_19_6_1_100,-118.7916767,36.79174,2006,6.00218044,-118.79167,36.79167
4768,Quercus chrysolepis,52325_5_19_6_1_100,-118.7917267,36.79169,2016,5.273462435,-118.79167,36.79167
4769,Quercus chrysolepis,52325_5_19_6_1_101,-118.7917567,36.79171,2006,6.056323641,-118.79167,36.79167
4770,Quercus chrysolepis,52325_5_19_6_1_101,-118.7917467,36.79167,2016,5.324432637,-118.79167,36.79167
4771,Quercus chrysolepis,52325_5_19_6_1_102,-118.7917167,36.79176,2006,5.912526919,-118.79167,36.79167
4772,Quercus chrysolepis,52325_5_19_6_1_102,-118.7917267,36.79168,2016,5.308877052,-118.79167,36.79167
4773,Quercus chrysolepis,52325_5_19_6_1_103,-118.7916967,36.79173,2006,5.968772061,-118.79167,36.79167
4774,Quercus chrysolepis,52325_5_19_6_1_103,-118.7916967,36.79168,2016,5.294737321,-118.79167,36.79167
4775,Quercus chrysolepis,52325_5_19_6_1_104,-118.7917067,36.79168,2006,5.985878471,-118.79167,36.79167
4776,Quercus chrysolepis,52325_5_19_6_1_104,-118.7916767,36.79171,2016,5.290542661,-118.79167,36.79167
4777,Quercus chrysolepis,52325_5_19_6_1_105,-118.7916867,36.79172,2006,5.821741216,-118.79167,36.79167
4778,Quercus chrysolepis,52325_5_19_6_1_105,-118.7917567,36.79169,2016,5.195331689,-118.79167,36.79167
4779,Quercus chrysolepis,52325_5_19_6_1_106,-118.7917267,36.79176,2006,5.782743216,-118.79167,36.79167
4780,Quercus chrysolepis,52325_5_19_6_1_106,-118.7916767,36.79176,2016,5.253882596,-118.79167,36.79167
4781,Quercus chrysolepis,52325_5_19_6_1_107,-118.7917267,36.7917,2006,6.043818448,-118.79167,36.79167
4782,Quercus chrysolepis,52325_5_19_6_1_107,-118.7917267,36.7917,2016,5.304563748,-118.79167,36.79167
4783,Quercus chrysolepis,52325_5_19_6_1_108,-118.7917067,36.79172,2006,6.219244561,-118.79167,36.79167
4784,Quercus chrysolepis,52325_5_19_6_1_108,-118.7917167,36.79174,2016,5.415741479,-118.79167,36.79167
4785,Quercus chrysolepis,52325_5_19_6_1_109,-118.7916967,36.79176,2006,6.222459223,-118.79167,36.79167
4786,Quercus chrysolepis,52325_5_19_6_1_109,-118.7916767,36.79174,2016,5.413003099,-118.79167,36.79167
4787,Quercus chrysolepis,52325_5_19_6_1_111,-118.7916967,36.79173,2006,6.042848649,-118.79167,36.79167
4788,Quercus chrysolepis,52325_5_19_6_1_111,-118.7916967,36.79168,2016,5.298989897,-118.79167,36.79167
4789,Quercus chrysolepis,52325_5_19_6_1_112,-118.7917067,36.79176,2016,6.178242253,-118.79167,36.79167
4790,Quercus chrysolepis,52325_5_19_6_1_112,-118.7917267,36.79168,2016,5.374954505,-118.79167,36.79167
4791,Quercus chrysolepis,52325_5_19_6_1_112,-118.7917367,36.79175,2006,6.178242253,-118.79167,36.79167
4792,Quercus chrysolepis,52325_5_19_6_1_112,-118.7917467,36.79174,2006,5.374954505,-118.79167,36.79167
4793,Quercus chrysolepis,52325_5_19_6_1_113,-118.7917467,36.79173,2006,6.04152872,-118.79167,36.79167
4794,Quercus chrysolepis,52325_5_19_6_1_113,-118.7917267,36.7917,2006,5.292003714,-118.79167,36.79167
4795,Quercus chrysolepis,52325_5_19_6_1_113,-118.7917367,36.79176,2016,6.04152872,-118.79167,36.79167
4796,Quercus chrysolepis,52325_5_19_6_1_113,-118.7917067,36.79169,2016,5.292003714,-118.79167,36.79167
4797,Quercus chrysolepis,52325_5_19_6_1_114,-118.7917367,36.79168,2006,5.823530198,-118.79167,36.79167
4798,Quercus chrysolepis,52325_5_19_6_1_114,-118.7916767,36.79167,2016,5.128900019,-118.79167,36.79167
4799,Quercus chrysolepis,52325_5_19_6_1_115,-118.7917067,36.79167,2006,5.716764486,-118.79167,36.79167
4800,Quercus chrysolepis,52325_5_19_6_1_115,-118.7917167,36.7917,2016,4.979515026,-118.79167,36.79167
